C1,C2,C3,T1,T2,T3
23.5793631138,23.22606231,23.0365690085,23.004184674,22.9713544601,22.6977772101
22.492170285,23.8545536139,24.7578979394,21.9375063823,23.7407024335,24.2028764823
26.5742614208,28.0569254802,28.1281531407,26.6011667007,27.8166379684,28.0287224207
22.1982256327,22.6924466353,22.544546543,22.1425754596,22.6586855864,22.4661246813
22.3318698834,22.0725733439,24.7892330365,22.2339891532,22.0977702263,24.377091041
26.581132522,27.0880891604,26.6397429002,26.7077282881,27.1792329886,26.6268847539
22.0738437359,24.141400435,22.0638869848,22.3049521568,23.4326505416,21.7921701823
22.435079599,22.8319188631,23.6910859866,21.916179388,22.6889362824,23.7547478309
24.9154239312,23.65120631,24.5580002711,23.87501252,23.9102847026,24.3574191851
25.4552566577,24.745471881,24.3502601966,25.5271690809,25.1259306639,25.1819182176
23.7250044162,23.2351184258,23.5449391879,24.0340898465,22.9912886742,23.6393832427
23.1612945214,22.9554470258,22.6466035354,23.0590969966,22.9256345798,22.5773737736
25.0218096513,24.2670051135,24.5744951933,24.5139978604,23.9307727569,24.3432296117
21.7796279467,24.7053609261,21.7558041597,21.9005159965,24.59718692,22.0865672185
22.2633617841,24.0420771623,24.4928416717,22.0159737269,24.5369674976,24.7199497712
26.4134833996,21.8527469635,29.1186951857,26.2236363827,22.1783357033,28.9498676398
25.453960541,26.6094121444,26.2910961493,25.9010622073,26.9043747584,26.8997254494
25.845071059,23.7774967291,24.047151859,25.4719042167,23.4312839019,23.7714776748
18.4193476163,22.088481683,20.7089668421,19.2617389239,22.1316077648,21.0063738701
24.5227332971,25.6172006314,25.7033653504,24.6057928525,25.7374042853,25.5400679662
24.6250897432,23.0786098823,25.062451656,24.9058772112,22.89668472,24.988166858
21.3974134494,24.4136399978,25.1054431231,21.8436307174,23.5698811458,24.6728275006
26.8988833794,28.2626160842,28.1317767608,27.2111055423,27.8676709395,28.3101311464
22.0504951722,22.1016637117,21.9261398315,22.5238282375,22.0306032621,22.090315452
26.9721979728,22.5191875115,28.4041792307,27.0588596051,22.3994659277,28.5045973704
24.330729778,21.5119680502,23.6732695408,24.0032672638,21.3837450712,22.9327906829
24.8402203046,23.1236713361,23.83660874,24.4318566934,23.1650784566,23.9702456792
26.4399526058,22.8752909196,26.2979688889,26.7360626612,22.8535518891,26.7214253254
27.3976767124,26.3661456719,27.3905233726,27.3325714209,26.4861425498,27.3538969236
22.5794640321,21.7291990916,21.2383501835,22.89668472,21.9749010282,22.2706813812
26.5149985827,25.3652063516,24.8819279059,26.4029426575,26.2710575935,24.4219249334
21.924757933,22.0053184216,22.3619128496,22.0172224045,21.9437922453,21.8207997542
21.7147367918,22.0536622512,23.282566364,22.5044856194,22.0738437359,23.8392424217
27.1617324047,26.658933126,27.6352797533,27.3095227021,26.5096724339,27.3563151482
27.3185201303,26.3532954974,26.4399526058,27.2040209159,26.2488417992,26.5141247969
24.8095333637,25.2896979161,25.0660007672,24.6622592241,24.9787592277,25.0157000957
24.2754622484,25.1919549551,25.0314703232,23.4111103889,24.4972243676,23.9182963738
22.2979532633,21.2629092045,21.8253561411,22.0339242495,22.495470805,22.0150829462
27.2237943258,27.4815619542,27.7320702382,27.5353040206,27.5198161785,27.7794238604
25.5941258699,24.7982426179,24.3033892314,25.1201252571,24.6651538458,24.0590089651
23.2397166277,25.1800543712,25.6328938802,23.4118645986,25.4972885572,25.7844224587
23.4989808645,22.9680183117,23.6570909696,23.8284758788,23.3983571468,23.463355798
23.4135836332,25.0089552219,23.8116575877,23.5727283038,24.84984102,23.7581077478
25.6446034358,25.6480537806,25.8959058126,25.8525257111,25.294746888,25.6607658435
23.0179572717,22.6236539987,21.9578948632,22.7826915643,22.8887803249,22.0622463226
23.3382226015,22.0066361794,22.1033612276,23.2520397871,22.6223614277,22.4217303349
26.1278528556,26.4997074665,25.9973016641,26.6368512129,26.1776144566,26.4083708494
22.2984684675,23.0765367899,23.1606941957,23.3567524934,22.8286017638,23.8534407982
28.2809687883,26.3996236019,25.7909586002,28.3326502824,26.7813904102,26.0495069455
22.8535518891,22.21659653,26.4513098399,21.6165417647,21.7212364979,26.5715956077
22.7802037459,28.3155784362,28.3484251805,22.2379077031,28.4081774981,28.2055640832
21.7314985471,22.0262760994,21.701159086,22.1607803687,21.6779629879,22.0097025602
22.0891924393,22.3719109755,21.6865330965,23.0871839034,22.252891296,22.0840723576
25.7449836242,26.8822915004,25.8048480107,25.4746753742,26.5199378087,25.3876868517
25.3000313196,21.555717615,22.0176357856,24.7958738376,22.1243549005,22.0347722616
24.6256036269,22.3551007784,25.6402725318,24.7603401526,22.4013657692,25.6818287434
24.5096794764,22.8723136462,22.7500428175,24.7611286457,23.2912013714,22.7983326301
24.7585271933,22.1021738541,24.8516696294,24.102709599,21.9023082195,24.458147538
22.9021103443,22.8107928252,22.6512764417,23.453715031,23.1398969063,23.5306297204
22.1067037093,22.0977702263,22.98389024,22.0546716299,22.0993757492,23.7852468735
22.8030119187,21.9017146673,22.7934304017,21.8596731577,22.1995226298,23.4419372754
24.9592181475,25.4307136536,25.4872778379,24.7776203156,25.8540728398,25.7210247578
24.0544467828,23.4866614219,22.0188992329,23.5519553453,23.4886456025,21.9614717288
22.8421662159,23.3999408575,26.8771113616,22.8035165102,23.1882771957,26.8771113616
21.6034661073,23.5837942759,23.4391005589,22.1625164717,23.500613775,23.485991698
21.0542252614,22.5008458113,22.3199492724,22.8495649925,22.3428014119,21.631484105
25.2767204382,24.2609226765,24.755004516,25.4236368277,23.7386787121,24.2415380722
22.3228216171,22.6142707971,22.3265269842,21.8306219639,22.0986375564,21.4286269653
28.2560805785,27.6854499181,28.0980039988,28.3286294693,27.6198210349,28.0548674021
21.6512040114,22.5583521036,22.8827020205,22.7246761077,21.2936574985,22.7969498023
26.3059643721,22.1303567397,26.3482454496,26.0548487199,21.7403262945,26.2519885821
24.0070010699,25.1875533324,25.377381178,24.564359885,25.0885237425,25.1493125329
21.699317223,22.9174919862,21.9056505057,22.3392984928,23.2972277617,22.0611826579
23.6417408479,22.8251559429,22.0692818715,23.4419372754,22.6778901174,22.2730413339
23.1810293198,22.2232261315,24.2434346615,22.1050571295,21.8088275469,23.9438996682
22.0900386419,22.565528674,22.6895785699,22.1010102248,22.42776076,22.5615767454
25.1833268435,24.530065781,24.1978914799,24.6968632233,24.0156391095,23.6989907485
22.3532851048,21.7855129486,21.7069603847,22.1134155225,22.1705671213,21.6333498099
23.8534407982,23.2406276801,21.4806791697,23.4413645329,22.936459199,21.6378867076
23.7011161462,22.9293623704,22.500197435,22.8643299494,23.6158843407,23.1754344304
29.4367504853,29.1646948105,29.2888597831,29.4006933799,29.312735044,29.4207028854
21.916179388,22.4536196146,21.9802724887,22.7934304017,21.7195806259,22.0930016102
24.929931714,23.7029471275,23.6497331766,24.7676851321,23.8995845746,23.5553549008
27.7467008737,25.718157915,27.1649532807,27.3160499671,25.5542973494,26.8348213587
27.7551413561,27.4124197104,27.0869660255,27.6577129119,27.2963698461,26.9599591524
22.5231621082,22.2131558443,22.2730413339,21.9244671357,22.0721448996,22.036451731
22.0068922287,21.9962997926,22.8944289623,23.2378434646,22.0090576563,23.6431717017
24.6103752087,25.4174750401,25.4818731944,24.8276102604,25.8207018437,25.8197837732
24.7199497712,24.7765013621,24.6767706504,24.9025457822,24.811838688,24.853020399
24.1092566955,23.232093591,23.5108215136,24.6828194398,24.554925943,23.9862184769
24.8971718519,23.9314842958,25.7492270592,24.7110098814,23.6490927476,25.7227862187
26.1881066836,26.7068589773,25.7611221656,26.1154427895,26.6851056661,25.8012075424
22.0469611486,21.9948005676,22.0849453608,22.0799257816,22.0057652302,22.1830585186
21.6372975325,24.4614353424,23.9156679496,22.0040766887,24.627741349,24.1716619394
27.5729804895,23.1897756136,27.0152941973,27.7947503848,24.040755492,27.2898661051
24.1757806142,23.6025153918,21.5191367956,24.0296625724,23.8218427316,22.087655581
26.6045782627,27.2298122064,27.1864762918,26.4519991997,27.2443505312,27.228773166
24.0176479144,22.1397597973,21.8851627937,23.5936243106,21.3201474899,21.8293686158
25.7352207624,26.7894941966,26.8603573579,25.9609164703,26.8921078413,27.1199079416
24.0633410918,23.8014230239,23.4989808645,24.3515904011,23.9975002484,24.03311145
23.2422294128,23.425785945,22.397327203,21.9480287845,23.0980643492,22.6457182811
22.9740490791,22.3133823933,23.716440103,22.6498068296,21.8705041592,23.4319338432
26.153127817,25.3421862676,23.2437234536,25.7449836242,26.2495337022,23.8766974425
22.4884283604,21.8970590249,22.6257668764,21.6658722071,21.9645898036,23.0548792374
26.4485168457,26.8068690911,26.9721979728,25.9196083607,26.1262444472,26.492886421
24.3733656957,24.3986316094,24.3146661856,25.168246367,24.6374021432,24.0609204953
25.3247443224,25.8175772398,25.4439771114,25.742705443,25.7800985483,25.7358821722
23.4751895758,21.2936574985,23.4230486307,23.2730956689,22.2872748986,22.9263952695
22.3143638953,21.4430615352,21.9756457011,22.5773737736,22.1872927592,21.9911191158
26.1784139046,27.1900712771,27.0652426206,26.2098382314,27.3941239822,27.2531381265
27.2804244848,27.3034106768,27.4436595868,26.9649931101,27.2111055423,27.2591351974
24.436715664,23.9857097039,23.7556262872,25.5780401719,24.9092998016,24.436715664
25.245046909,24.1253059338,24.7758552111,25.3666363985,24.1534799429,24.5279904635
28.6473920773,25.9988912925,28.5431227317,28.7411019741,26.1611170891,28.4916767707
26.417587696,25.7715528684,25.984097383,26.0661654839,25.5429611695,25.8571177263
21.9859615228,22.8736860813,21.7116778692,21.8170169195,22.9413616229,21.9608184374
28.3326502824,28.7384341802,28.4409378003,28.1044485386,28.2731508108,28.147056604
25.5916224993,25.7758131516,24.2730881618,25.6532161419,25.6532161419,24.5201090788
23.3246749976,21.5902406497,23.8989790647,23.9084937022,21.9651120993,23.7837947943
26.6333465332,26.3650656969,26.3284402749,26.6275244982,26.6871096538,26.5269777347
23.4269415293,22.5992727524,22.7789070912,21.8277344826,21.5458819071,22.0738437359
29.0057646434,29.022624725,28.9100383123,28.774730878,28.8766434987,28.6666249251
21.6401282824,24.5877362031,24.242078561,21.5191367956,24.6140129872,24.309512334
22.0867544076,21.97888076,21.951732391,22.9228678239,22.1456879102,21.9182051145
28.9372549302,27.9479851356,29.1055201751,28.7955665588,27.4529901162,28.6939083002
25.1450123665,25.199071713,25.1126097166,25.7864764776,25.704624983,25.7864764776
25.2773870321,25.4426839535,25.5639542555,25.3199191216,25.0368541815,25.3157137846
21.7632204203,21.4416529338,24.4985677523,22.0347722616,21.0217329417,24.3389793543
24.3911641439,23.4238280272,22.0999493232,23.7465293346,23.5727283038,21.380020704
22.1138635293,22.3516976283,21.6246391443,21.6733418978,21.3916367506,22.0638869848
23.4378154217,23.8584257517,24.100839297,23.8014230239,23.5259033105,24.4136399978
27.6271393605,26.6414216849,27.0700910519,27.2837915665,26.3928862596,26.7481611203
23.4686061664,24.0240141306,22.3191537857,23.7319405874,23.6557063323,22.1487546334
23.3732027885,25.6015922351,25.2814628405,23.2529823352,25.4523033484,24.9232326654
25.4606293654,26.3857793319,25.1965014384,24.8288609187,26.3099994904,24.8336023918
22.6218748337,22.4158472648,21.8005285997,22.8100393002,21.1771377417,21.8455356207
26.5880742195,26.7185828869,26.8441624519,26.4450102831,26.6256263439,26.6972111922
27.7639164802,27.8932238114,27.0071823414,27.6221560209,27.6236801637,27.0392301266
22.5433088205,21.1939889712,20.8900923362,21.6877989158,21.1447536517,20.6674075493
28.0092390745,27.8423817708,27.3302706694,28.0635514137,27.6495607327,27.3880952199
21.2749057183,22.1568680788,22.0560380251,21.3855007367,22.3825118236,22.0993757492
23.2679568071,22.8326084186,22.7621607658,23.371699162,23.0726408836,22.8765486937
25.3388443727,25.0953167646,22.5065782009,25.2856104924,24.9904901309,22.4434101643
26.0860021787,25.2680044419,25.1841730216,25.5972813093,25.0020273404,24.9844609774
29.5681267763,29.2795356359,29.0112108573,29.5810555678,29.5598818461,29.0829341106
24.3608970153,24.7324385032,21.8130836976,24.31903218,24.4088300803,21.7309109125
26.832031519,26.5599706845,26.2374511132,26.8806316425,26.4513098399,26.3042951242
21.6246391443,23.1199024396,22.6971789629,22.8386919071,22.6847143662,22.4649066191
24.5045711811,21.8672559445,23.040790729,23.868072143,21.7772673338,23.1287741783
23.9297365286,22.0162051763,21.8578161582,23.4209313515,22.2883647527,22.0246505493
22.3551007784,22.0373241963,22.744006646,22.7794716175,22.2379077031,22.9378853333
22.0184681966,22.0278694202,21.8654732826,21.6986661324,22.2266171529,21.4462490815
26.8020510551,25.837971076,27.7190532684,26.9797800015,26.5383725533,28.0108065972
23.8661072071,23.591139989,22.0839022123,23.6680418406,23.6380042052,22.3300294387
24.4789742201,27.1101299922,24.9850142063,24.347460649,26.5687649067,25.142164157
25.5324538793,25.5013565895,25.6946233603,25.4732313156,25.4506835204,25.6273930134
25.4629444954,24.4492970002,24.5685254366,25.1331287286,24.1391406915,24.1603721961
25.1259306639,24.9723607821,24.8002710831,25.1819182176,24.8725037208,24.843242254
27.1147387333,24.8106101598,26.1588821656,26.7957593722,24.1067892221,25.5562466597
23.2414161242,23.4028685399,23.1236713361,23.7212324632,22.8865783887,22.8887803249
21.494691482,22.9667585569,23.5583065229,22.3521715555,23.6784636424,24.485816442
22.759468421,22.396639506,21.7656700672,22.0593653703,22.5127835396,21.8485729266
28.3101311464,26.3232471515,28.2164435264,28.9704464399,26.6980493741,28.4631138092
21.9278946167,22.9787211051,23.0512749354,22.9667585569,24.1811479911,23.5867556548
22.1742056089,23.9702456792,24.4088300803,21.7943754685,23.3867994211,24.027870545
21.2564474253,23.8411068305,21.8561046796,23.0179572717,23.4824307026,22.1214385155
22.1079363945,22.0657570668,21.62004351,22.5545505377,23.115892019,21.7543967076
29.5855928323,29.8491030718,29.365757771,29.3977991984,29.6928386688,29.3576783645
22.3041445903,26.7627534377,26.417587696,21.9572768089,26.7600807777,26.4059045743
23.5320457556,22.0463373478,23.0293281751,23.2508158317,22.0714096656,22.9419538302
22.2172691394,22.5470152879,22.0669162946,22.5704057645,22.4711182423,21.9791015234
24.8348657657,24.3413937153,24.9633866824,24.8391268559,24.3301205757,24.8439664596
28.2769594437,27.6092513891,28.118446668,27.7079657286,27.3675759633,27.699004051
21.8751555712,23.004184674,22.8194473951,22.0228901643,21.7623090255,22.4611897591
25.718157915,25.845812553,26.0608536158,26.0653267885,26.0563073525,26.0898961043
25.6519302955,23.4022470132,23.4192556235,25.6146346606,23.6450281388,23.282566364
22.092596641,23.0685643905,23.2296873239,22.6490933834,22.7783296047,23.2172057323
25.8411309413,25.7203841576,25.4149305637,25.2412439249,25.0560165797,24.9201327837
24.7933644026,24.4631729126,22.0685331883,24.8137790729,24.1540181087,21.6858127301
24.9447497343,25.2152104745,26.0439771995,24.8666353715,25.2617533513,26.2612410325
22.0324394275,25.8660743175,25.2872512768,22.0414859087,25.9094084226,25.3006630677
21.3872053929,24.4338346873,24.4550591982,21.8897205255,24.8336023918,23.8760337585
20.6901759857,22.4817852363,22.4413777865,20.6175607779,22.2021749937,22.3804698602
21.5203374471,25.3951200094,25.1111516708,22.7771294423,25.5589327201,25.4676798552
22.1738000038,21.2749057183,23.1920284369,21.9942217851,21.3038424223,23.0401842655
29.1986457385,28.7721538055,28.3449766697,28.8984043904,29.0336868824,28.0651205992
22.2876069974,24.5351499166,23.5466078,23.2359675383,24.0849344058,23.0471021457
25.0878330866,24.988166858,25.0243864549,25.4585288366,24.9393054033,25.1234695239
25.9325839312,25.6446034358,26.112403136,25.718157915,25.9055994719,26.0464596871
28.8195589995,28.5876410069,29.2426706461,28.8220121188,28.4967318559,29.3539607953
26.8751045129,27.5818428137,28.3025613932,26.7147769439,27.4710728083,28.3431716577
21.5573335794,27.4903954726,26.6094121444,22.2616790869,27.1067526402,26.4468425604
22.3101389225,21.8204586322,21.9226099895,21.7023743116,21.6760063905,21.4860121409
21.4894715823,22.1733549558,22.3088246859,22.0633173722,22.3418623851,21.9200257277
22.4217303349,21.8265307989,21.9970242671,21.5653044138,21.9746710948,21.3684640542
27.2860016211,27.1759882462,27.4301737516,27.1121496543,27.1022381905,26.9893422738
21.9508233437,22.3453389681,24.8844711108,22.3546037918,22.0360460526,24.9723607821
24.7752467424,25.5209157895,26.1577142324,25.0546953984,25.2979510136,26.1366288356
27.5660620958,25.982245054,21.8397593865,27.788492325,25.9897619394,22.2127186946
23.0842961531,22.1705671213,21.7047120363,22.0692818715,22.8872620998,21.9688767409
23.9410003026,25.8262262833,25.1014308929,23.2879088231,25.4663970898,25.1054431231
21.9315470671,22.0387255351,23.9182963738,22.0317047315,22.1148411922,23.8315901389
26.9863744149,22.3928555953,24.8355125036,26.5425429466,21.8065105585,24.59718692
23.9340250064,22.2740125167,22.0943467067,24.0221099609,21.6526349875,22.2803367713
22.9187722084,22.7062726877,22.2926241801,22.1816573021,23.0884451988,22.0642497478
23.8116575877,23.2172057323,23.8026298132,24.5916819206,24.163624739,24.7324385032
23.7048753592,22.7941470758,24.1257811815,24.2860100575,23.4263380491,24.2059028577
22.0294087239,21.8411830511,22.1001603787,21.7047120363,22.0725733439,21.9435484226
24.0941512034,23.6335995503,23.9410003026,23.5658820226,23.3491145892,23.3352804428
24.23854845,24.1492663408,25.1227822426,24.250325692,24.9551038742,24.9339529918
24.0583812273,22.6045997326,24.7213561963,24.0602231882,22.1225764446,25.1047003086
25.2896979161,22.6102380997,25.1475980221,24.6178662227,22.8429284707,25.1355227935
24.842714432,21.7187918639,21.97888076,24.7041745797,22.3237603261,21.6414177968
22.7468955456,24.1505157275,23.5045058911,22.8265855985,23.1511113583,23.1984394269
23.6570909696,21.9130822695,23.2099667329,23.7521777764,22.3666079839,23.4502009856
23.6963320268,21.9624005342,21.345469377,23.964761196,22.090315452,22.3108123144
22.261325127,21.7569820942,22.8489481119,22.468451451,21.1985202936,22.525815548
22.7845087296,21.7796279467,24.5279904635,22.8842277771,21.5865723537,24.3844939012
24.4012064078,23.1643303113,23.7094393999,24.315366745,23.0905406903,23.6450281388
21.9113237185,22.2344749157,22.8529329789,21.8739180932,22.3610394551,22.3988421513
26.6397429002,25.7018054326,26.2054032546,26.0995562871,25.6417257847,26.0458894143
23.7963627546,23.4838123322,22.6069933329,23.5278681731,23.3677687034,22.437351398
22.020431543,21.9974523446,21.7701031612,21.8017856158,21.5374582731,21.6284909126
21.4537853828,22.6964411613,22.7468955456,22.4115198331,23.6483965654,22.8608913177
25.7844224587,23.7581077478,24.0208187348,25.6230503718,23.2296873239,24.0966854585
23.4083490616,25.6070315043,25.1888251671,23.5375000391,25.4251938355,24.9148096916
23.8853240135,21.0309486878,24.3301205757,24.7639383658,22.2045454857,24.7952575684
22.0586037269,22.4210590949,21.2018816043,21.4490562341,21.9143196253,21.2500921641
21.1447536517,22.5860157991,22.2957739708,21.3096205393,22.5065782009,22.3148361108
27.4917846337,21.8455356207,22.1987500802,27.0813868107,22.1110903422,22.0028616343
26.3197873433,25.9144512079,24.514577132,26.9766061734,26.8413069309,25.2205427121
24.4219249334,25.136156449,24.121460719,23.8772133314,24.7199497712,23.6778146793
21.9244671357,22.0844208155,22.0228901643,22.9378853333,21.708745663,21.5939356486
25.4738638951,25.3031179966,21.8884227704,25.9715369542,25.2019443756,22.2083547054
22.9571867478,27.1910739312,22.209376653,21.7725258852,27.1518892875,21.6262346903
25.9656302134,25.4523033484,26.3359578695,26.0676092246,25.6635626035,26.3736066329
22.161247987,22.05580303,22.9378853333,21.7672045781,22.5054376798,22.6948427298
25.7069659111,24.8421176275,21.8705041592,26.0027506413,25.4266160574,21.347424825
23.6784636424,22.2609619972,21.7528869922,23.6841825339,22.0563980494,22.0237934161
23.2052354079,22.8035165102,21.6098337173,23.0262060654,22.15982689,22.136639106
22.4543488331,22.338098795,22.6738246037,22.153774775,21.8233369191,23.3762478951
22.0345691045,25.2986162381,24.159764999,22.3572922976,25.063815337,24.2806711197
27.5687405757,26.8988833794,26.6695608237,27.4276192738,26.6580394354,26.4212871943
25.453960541,26.6094121444,26.2910961493,25.9010622073,26.9043747584,26.8997254494
25.845071059,23.7774967291,24.047151859,25.4719042167,23.4312839019,23.7714776748
22.7550186011,21.6517967077,23.0932080196,22.8354107783,22.0213407125,22.8958643155
26.9721979728,22.1086751253,28.4041792307,27.0588596051,22.0330771666,28.5045973704
21.816251119,22.0391752536,22.0422795858,21.7523952142,22.5039020441,21.9927565746
27.1617324047,26.658933126,27.6352797533,27.3095227021,26.5096724339,27.3563151482
25.6657412847,23.425785945,24.2591759853,25.6774030099,23.5533547035,24.4227111767
21.512996478,25.2732994618,21.8763267321,21.8688740853,25.534414487,21.6078770711
23.8820531307,24.680894925,26.8121727674,23.8392424217,25.1763134492,26.7285878353
25.9264865533,23.1601184209,28.192561712,26.094072831,23.6897429442,28.5707733937
23.4135836332,25.0089552219,23.8116575877,23.5727283038,24.84984102,23.7581077478
23.2785075261,21.4319061866,21.9388664197,23.3403262114,22.0574156443,22.0538611534
22.0990348963,24.047151859,24.281463134,21.6246391443,24.2452485745,24.680894925
29.4367504853,29.1646948105,29.2888597831,29.4006933799,29.312735044,29.4207028854
27.7467008737,25.718157915,27.1649532807,27.3160499671,25.5542973494,26.8348213587
21.9217780187,24.1391406915,24.469822419,22.2849278572,23.4612360001,24.3050997074
27.5729804895,23.1897756136,27.0152941973,27.7947503848,24.040755492,27.2898661051
21.09934061,23.8009354763,21.9586868775,21.4781827193,24.965623391,21.9856724861
26.153127817,25.3421862676,23.2437234536,25.7449836242,26.2495337022,23.8766974425
26.4485168457,26.8068690911,26.9721979728,25.9196083607,26.1262444472,26.492886421
28.6473920773,25.9988912925,28.5431227317,28.7411019741,26.1611170891,28.4916767707
24.1481060615,26.1084007361,21.8166718361,23.8937209692,25.7415107336,22.0764476091
29.0057646434,29.022624725,28.9100383123,28.774730878,28.8766434987,28.6666249251
28.9372549302,27.9479851356,29.1055201751,28.7955665588,27.4529901162,28.6939083002
22.012211604,22.0546716299,20.2437110803,22.2825008295,22.0341338867,19.2617389239
22.5134023031,24.554925943,25.4578350263,22.8981792743,24.1043496743,25.2566069823
25.9065060493,24.8044072665,24.8671839543,25.8496781618,24.5279904635,24.870169933
24.0824176348,27.2132381537,23.9845852485,24.1788078699,26.953583644,23.7477528254
26.0860021787,25.2680044419,25.1841730216,25.5972813093,25.0020273404,24.9844609774
25.3278680704,22.5100560066,25.1763134492,24.6728275006,21.8995852837,24.8959092849
26.0818898617,24.8990718157,25.8141836753,25.9188270813,24.7970480063,25.8270838811
28.2769594437,27.6092513891,28.118446668,27.7079657286,27.3675759633,27.699004051
25.7871846664,24.5408329841,22.143269221,25.5489348143,24.1788078699,22.2941881816
29.1986457385,28.7721538055,28.3449766697,28.8984043904,29.0336868824,28.0651205992
22.9013772867,22.2684736252,25.0269362132,22.4454931846,22.0742234206,25.2787981767
22.4181033159,22.3650270364,21.0542252614,21.9962997926,21.8777196591,21.0616250649
21.7217285205,26.1991446079,24.2997317681,21.8855407666,25.8303587987,24.311821473
22.3709808252,22.0159737269,22.0197717716,22.4292308367,21.727585279,22.0687207442
21.6779629879,22.0993757492,21.8237432089,21.1684582295,22.4670035778,22.1018157617
22.2740125167,21.8241356092,21.9542813179,22.6877572475,21.5883736488,22.1955199364
22.5980633222,21.8000412721,21.9235430986,22.5583521036,21.926719421,21.6968528063
22.222057098,23.8947514999,21.9156007278,21.7129814686,23.2378434646,22.0640525084
25.8838929641,27.3256289164,25.759638713,25.6909821584,27.4083325802,25.6090235343
25.1551488485,23.0015658354,22.9288108532,25.2745446181,23.1754344304,22.9215171031
23.7884430029,23.3133513133,24.1038666016,24.7944623507,23.4597540635,24.9058772112
24.7415156487,22.5238282375,21.8244946798,24.2676830781,22.5477871528,21.617587383
26.3488036425,23.6351538194,25.8182522945,26.0387661274,23.9046764374,25.6070315043
28.9243879563,28.6875084608,25.6410077902,28.5994676199,28.516827999,25.7159272952
22.1287247095,22.0383183895,22.3347947536,22.2328205842,21.6340923554,22.0174276156
25.2146308116,23.1363015053,26.4876331183,25.2909966982,22.9195777453,26.3777745076
25.2802762496,24.6128684557,25.5179819449,25.4047932992,24.6097908265,25.3969851518
28.9372549302,27.9479851356,29.1055201751,28.7955665588,27.4529901162,28.6939083002
28.1545619231,27.1864762918,27.2212763566,28.1773883624,27.0339434208,27.2975712801
26.8751045129,27.5818428137,28.3025613932,26.7147769439,27.4710728083,28.3431716577
26.8148424442,22.5394074122,21.9840854254,27.2212763566,21.960547007,21.6832355842
23.9410003026,25.8262262833,25.1014308929,23.2879088231,25.4663970898,25.1054431231
25.2405066123,22.1725059901,24.377091041,26.0372797893,21.8005285997,25.0249070632
26.3488036425,23.6351538194,25.8182522945,26.0387661274,23.9046764374,25.6070315043
21.7477400609,22.0562235759,21.3819214992,21.9661818284,22.0587935325,21.9059351408
22.893851916,22.0202030035,22.4158472648,22.0396228448,22.5952003919,22.5693142964
25.2705001342,25.2134484511,25.1604711092,25.0044841766,25.0007168207,25.3743273173
22.3672475326,23.8195461371,22.4163847214,21.8848622395,23.8360671263,22.774035625
24.7166241866,21.7434894611,23.7352148203,24.4770458417,21.5167826873,23.3930607576
28.5580311066,27.5966135905,27.6169241881,28.4081774981,27.7478252558,27.32427152
24.877328726,26.2553031383,25.2184226696,25.1141761389,26.0847523763,25.7033653504
24.4487047929,25.3308794804,25.5773022481,24.7257399192,25.3037128693,25.9730454469
21.3293294662,22.666403746,22.9720191222,21.6851392159,22.6704860345,23.0800378751
24.6873520093,25.8207018437,25.1220952303,24.5479262181,25.9452044169,25.1888251671
22.136639106,21.9209098816,25.3227294775,22.0097025602,21.7063800372,24.9967737687
25.1946000564,24.6318722016,22.2190846419,25.3617976507,24.3254552254,22.1913552651
21.8397593865,23.1977531237,22.0932031045,21.8797941697,23.5423281009,21.8009560903
24.5862992849,24.1711409887,23.6006497603,24.7213561963,24.1257811815,23.4892048958
24.506653908,21.8404203317,23.0164164274,23.6878871673,21.0727894612,22.6036050014
19.4464475436,22.0849453608,21.1808943626,20.3676205415,22.004294102,21.2749057183
27.1101299922,26.6154842621,24.3254552254,27.230913798,26.5678343406,23.87501252
23.4824307026,22.2271220378,22.5251240363,23.3529094305,22.2926241801,22.4839166739
26.1577142324,26.0973206545,25.4931459427,25.9318303573,25.5140106006,25.2157973265
26.0319465001,25.69727032,25.479916597,25.6138847302,25.8882077046,25.0772333145
21.9911191158,23.8755044937,23.4619135245,22.3064657358,23.8878945571,23.3754679362
22.7776924769,23.3801986499,24.988166858,22.0518616163,23.3762478951,24.5903549928
25.7297568688,22.7506784292,24.9413350423,25.3857352183,21.7667538325,24.8547375508
26.1069143491,25.0458727617,25.7698662587,26.3026162172,25.5716702388,25.5697941658
27.0891182484,26.3059643721,26.5562684964,27.3511463312,26.257943349,26.581132522
24.3883717121,25.0395302895,24.3408244206,24.8922868875,25.1734051338,23.7818273398
23.5713440333,24.9380531067,26.3981446242,23.2491380496,24.6169190285,26.3743603291
23.3452358735,22.8974988399,22.666403746,24.4128346076,23.7739282755,22.8685503495
23.5713440333,24.9380531067,26.3981446242,23.2491380496,24.6169190285,26.3743603291
24.2439552454,23.8218427316,25.305787331,24.0523111637,23.7285600075,24.9587070514
25.8669058971,24.6424576686,24.7592176046,26.2717113739,25.2466483972,25.3521946883
23.9665914927,23.8134260178,22.9464305486,24.8051448235,23.7812531056,23.6530556312
26.8862054531,26.7122874871,26.8622657091,26.2701405501,26.3912095779,26.5401338675
25.015051964,24.3020864878,23.871686911,24.715451265,24.2820045276,24.0309299811
23.6977441005,23.4441117507,23.3389754418,24.2445660616,23.2950958594,23.4028685399
23.4959855446,22.6657692836,23.3794766206,23.6536099361,22.9476007315,24.0678501129
